0.0,5.3029990905989468,0.0,1.0294927119494675,0.0,0.0,-8.0078686082005905,-0.62155014883634818,-8.2626438104897737,0.0,11.039271616981667,0.0,0.0,0.17079905683521002,-10.433953201268805,0.0,0.0,0.0,2.5094991076358091,5.1581584196594026,0.0,0.0,-6.4692073678016992,12.264660859245547,0.0,12.56481108574328,-11.085420526469136,0.0,0.0,0.0,3.0618450052253907,-0.98845735544423163,0.0,-12.875275797435396,0.0,0.0,0.080068514637301469,5.9751128230155919,-5.7322512909448253,-0.27180351284456794,-5.5868144694422313,0.0,-7.2121986412961903,-0.96892268942380788,0.0,-2.7941104069811393,0.0,-1.5736860791897129,0.0,-10.357731134749137,4.3032272372680982,-6.137379857867197,0.0,2.3985721817097705,0.0,0.0,1.4275671141347743,4.3412192756204195,0.0,-4.1850634154867326,0.87918779380718859,-2.5808188131743348,1.892868284813598,-8.40765351368122,14.496410240238211,4.2485025107441938,0.0,-1.673705090463903,0.0,1.8771428219000708,0.0,0.0,0.0,0.0,0.0,0.0,0.91015033111556942,0.68137665528735258,0.0,0.0,1.8709103521658075,2.9364193254200526,0.0,0.0,1.5792740960693279,0.0,8.5239517413903627,0.0,0.0,0.0,-4.9544796601004712,-8.1138287170332468,5.1069448604380039,10.41010682344189,0.0,1.8236304973181041,4.1007324057592589,4.9158766397040283,2.3782547320740735,-8.7520612093522399
-0.45392942428588867,0.0,0.53556220792233944,0.0,0.0,-0.078541606664657593,2.9956735372543335,-0.70342183113098145,0.3720477819442749,2.0646786242723465,1.4204139411449432,-1.0543167293071747,2.46458899974823,0.0,1.142441600561142,0.0,0.23796606063842773,0.082468628883361816,0.033905625343322754,0.0,1.2553074061870575,0.0,0.0,1.0621882975101471,0.0,-1.841434121131897,2.0484053827822208,2.680751621723175,0.0,1.701002836227417,0.0,0.0,-0.57380378246307373,-1.3334372937679291,-0.87166985869407654,-1.6873534917831421,0.0,-0.14331197738647461,0.0,0.0
1.8129798735758891e-158,5.208877623539734e-137,1.0,-1.0
