7944939520.0,57644187648.0,-12801543168.0,19517677568.0,26128711680.0,-0.0,-0.0,-0.0,-91754799104.0,-0.0,-0.0,-0.0,-0.0,-0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
7944939520.0,57644187648.0,-12801543168.0,19517677568.0,26128711680.0,-0.0,-0.0,-0.0,-91754799104.0,-0.0,-0.0,-0.0,-0.0,-0.0
7944939520.0,57644187648.0,-12801543168.0,19517677568.0,26128711680.0,-0.0,-0.0,-0.0,-91754799104.0,-0.0,-0.0,-0.0,-0.0,-0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
7944939520.0,57644187648.0,-12801543168.0,19517677568.0,26128711680.0,-0.0,-0.0,-0.0,-91754799104.0,-0.0,-0.0,-0.0,-0.0,-0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
7944939520.0,57644187648.0,-12801543168.0,19517677568.0,26128711680.0,-0.0,-0.0,-0.0,-91754799104.0,-0.0,-0.0,-0.0,-0.0,-0.0
7944939520.0,57644187648.0,-12801543168.0,19517677568.0,26128711680.0,-0.0,-0.0,-0.0,-91754799104.0,-0.0,-0.0,-0.0,-0.0,-0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
-7944939520.0,-57644187648.0,12801543168.0,-19517677568.0,-26128711680.0,0.0,0.0,0.0,91754799104.0,0.0,0.0,0.0,0.0,0.0
0.0,-1555171131.1834335,11995178814.066772,0.0,0.0,0.0,0.0,0.0,10660752610.132446,2473083053.0386353,0.0,0.0,-13926516870.843506,-2976535114.4217682
0.0,-10282877452.263374,79312785126.851685,0.0,0.0,0.0,0.0,0.0,70489485331.089722,16352161799.913269,0.0,0.0,-92082899076.700439,-19681014648.63652
0.0,-5216226975.5871201,40233241250.635132,0.0,0.0,0.0,0.0,0.0,35757418736.751587,8295011574.9067993,0.0,0.0,-46711176359.3396,-9983649031.4825592
0.0,-3457184539.9322557,26665584203.686722,0.0,0.0,0.0,0.0,0.0,23699121189.155563,5497725829.3287888,0.0,0.0,-30958997280.478058,-6616912424.4955273
0.0,-4571723867.8050232,35262129153.032715,0.0,0.0,0.0,0.0,0.0,31339327344.26416,7270102044.6779785,0.0,0.0,-40939667858.530273,-8750095956.0679321
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-32665466206.650658,251951762951.9408,0.0,0.0,0.0,0.0,0.0,223922915710.72717,51945672907.263733,0.0,0.0,-292518396914.11499,-62520390999.712418
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,73791722418.699982,0.0,0.0,0.0,-19085521506.87772,0.0,0.0,55897599064.277031,0.0,0.0,286842973.20170367,41813628986.708664,35884825321.52507
0.0,238996791913.92435,0.0,0.0,0.0,-61814228786.616005,0.0,0.0,181041266068.44888,0.0,0.0,929027648.78254342,135426072986.87991,116223850712.86353
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,107448442421.44034,0.0,0.0,0.0,-27790509443.30891,0.0,0.0,81392732920.307663,0.0,0.0,417673279.33041346,60885003891.321098,52252047532.99292
0.0,164966849366.42404,0.0,0.0,0.0,-42667093927.419548,0.0,0.0,124963214064.29922,0.0,0.0,641258666.97470033,93477458018.595917,80223179230.957947
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2031283879.4200516,0.0,0.0,0.0,-525372099.96633655,0.0,0.0,1538707705.3615093,0.0,0.0,7896000.9102848023,1151014608.6416373,987810892.63402677
0.0,44659639194.964424,0.0,0.0,0.0,-11550787492.24172,0.0,0.0,33829900214.428047,0.0,0.0,173600822.27261582,25306111888.578053,21717928500.710918
